Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
CHRS,"Coherus Oncology Inc",0.8868,0.006,+0.68%,0.91,0.9364,0.8823,746100,2025-07-21
CIA,"Citizens Inc",3.65,0.09,+2.53%,3.5,3.7,3.5,170796,"18:30 ET"
CIFR,"Cipher Mining Inc",6.25,-0.11,-1.73%,6.41,6.84,6.22,26707500,2025-07-21
CIM,"Chimera Investment Corp",13.88,0.1,+0.73%,13.85,13.9503,13.7496,426106,"18:30 ET"
CIO,"City Office REIT Inc",5.43,0.029999999999999,+0.56%,5.36,5.44,5.36,131704,"18:30 ET"
CIVB,"Civista Bncshrs",21.27,-0.05,-0.23%,21.37,21.6,21.2,124700,2025-07-21
CIX,"Compx International Inc",24.72,0,0.00%,24.74,25.4299,24.72,5182,"18:30 ET"
CLAR,"Clarus Corp",3.69,0.1,+2.79%,3.6,3.72,3.6,131700,2025-07-21
CLB,"Core Laboratories Inc",11.42,0.02,+0.18%,11.57,11.735,11.4,291178,"18:30 ET"
CLBK,"Columbia Financial Inc",14.95,0.02,+0.13%,14.96,15.23,14.92,71800,2025-07-21
CLDT,"Chatham Lodging Trust REIT",7.11,0.050000000000001,+0.71%,7.09,7.16,7.07,169241,"18:30 ET"
CLDX,"Celldex Therapeutics",22.06,-0.35,-1.56%,22.42,22.8,21.9,745800,2025-07-21
CLFD,"Clearfield Inc",43,-0.04,-0.09%,43.01,43.51,42.58,80300,2025-07-21
CLMB,"Climb Global Solutions Inc",98.96,-1.92,-1.90%,101.05,101.64,98.94,40600,2025-07-21
CLMT,"Calumet Inc",16.54,0.4,+2.48%,16.23,16.94,16.1,734400,2025-07-21
CLNE,"Clean Energy Fuels",2.05,0.02,+0.99%,2.03,2.08,2.02,1151200,2025-07-21
CLOV,"Clover Health Investments Corp",3.11,0.17,+5.78%,2.96,3.24,2.93,11638101,2025-07-21
CLPR,"Clipper Realty Inc",4.05,-0.02,-0.49%,4.14,4.21,4.0001,79188,"18:30 ET"
CLPT,"Clearpoint Neuro Inc",10.98,-0.05,-0.45%,11.03,11.47,10.89,372600,2025-07-21
CLSKW,"Cleanspark Inc WT",0.3901,-0.0109,-2.72%,0.41,0.4285,0.3803,153000,2025-07-21
CLW,"Clearwater Paper Corp",28.27,0.26,+0.93%,28.06,28.75,28.045,124865,"18:30 ET"
CLYM,"Climb Bio Inc",1.41,-0.1,-6.62%,1.52,1.5302,1.4048,220600,2025-07-21
CMC,"Commercial Metals Company",53.06,0.38,+0.72%,53.17,54.22,52.76,1068192,"18:30 ET"
CMCL,"Caledonia Mining Corp",21.9,1.58,+7.78%,20.57,22.117,20.57,208750,"18:30 ET"
CMCO,"Columbus Mckinnon",15.04,-0.22,-1.44%,15.4,15.4,15.01,302000,2025-07-21
CMDB,"Costamare Bulkers Holdings Limited",9.2,-0.17,-1.81%,9.3,9.45,9.2,62108,"18:30 ET"
CMP,"Compass Minerals Intl Inc",21.15,0.61,+2.97%,20.93,21.72,20.785,442113,"18:30 ET"
CMPO,"Composecure Inc",15.04,0.09,+0.60%,14.97,15.08,14.78,798400,2025-07-21
CMPR,"Cimpress N.V. Ord",44.65,0,0.00%,45.25,45.72,44.32,130800,2025-07-21
CMPX,"Compass Therapeutics Inc",3.07,0.07,+2.33%,2.99,3.13,2.99,594600,2025-07-21
CMRE,"Costamare Inc",9.14,-0.345,-3.64%,9.41,9.48,9.135,513425,"18:30 ET"
CMT,"Core Molding Technologies Inc",16.74,-0.11,-0.65%,16.87,16.87,16.5,36552,"18:30 ET"
CMTG,"Claros Mortgage Trust Inc",3.05,-0.01,-0.33%,3.09,3.18,3.05,1206418,"18:30 ET"
CNDT,"Conduent Inc",2.6,0,0.00%,2.61,2.66,2.6,519100,2025-07-21
CNK,"Cinemark Holdings Inc",29.75,-0.47,-1.56%,30.04,30.64,29.55,2588012,"18:30 ET"
CNMD,"C O N M E D Corp",47.84,0.2,+0.42%,47.9,48.235,47.33,486598,"18:30 ET"
CNNE,"Cannae Holdings Inc",21.39,-0.16,-0.74%,21.66,21.72,21.34,528734,"18:30 ET"
CNO,"Cno Financial Group",37.14,-0.55,-1.46%,37.66,37.9,37.07,605768,"18:30 ET"
CNOB,"Connectone Bancorp",24.93,-0.2,-0.80%,25.19,25.51,24.9,211000,2025-07-21
CNR,"Core Natural Resources Inc",77.33,0.69,+0.90%,77.1,79.5,76.8,923608,"18:30 ET"
CNS,"Cohn & Steers Inc",73.81,1.12,+1.54%,72.32,74.63,72.05,317451,"18:30 ET"
CNX,"CNX Resources Corp",32.38,-1.81,-5.29%,33.84,33.965,32.37,2325840,"18:30 ET"
CNXN,"PC Connection Inc",65.27,-0.3,-0.46%,65.92,66.4,65.1,71400,2025-07-21
COCO,"The Vita Coco Company Inc",39.03,-0.13,-0.33%,39.07,39.37,38.55,472700,2025-07-21
CODI,"Compass Diversified Holdings",6.37,0.24,+3.92%,6.19,6.3899,6.17,1365851,"18:30 ET"
COFS,"Choiceone Financial",29.35,0.14,+0.48%,29.23,29.62,29.23,79100,2025-07-21
COGT,"Cogent Biosciences Inc",12.3,-0.19,-1.52%,12.75,12.97,11.93,2025800,2025-07-21
COHU,"Cohu Inc",20.1,0.45,+2.29%,19.84,20.37,19.75,253700,2025-07-21
COLL,"Collegium Pharma",30.91,-0.29,-0.93%,31.21,31.57,30.75,234200,2025-07-21
COMM,"Commscope Holding Company",7.85,0,0.00%,7.92,8.09,7.77,4546800,2025-07-21
COMP,"Compass Inc Cl A",6.95,0.27,+4.04%,6.78,7.02,6.78,8194883,"18:30 ET"
CON,"Concentra Group Holdings Parent Inc",19.95,0.39,+1.99%,19.6,19.98,19.51,589700,2025-07-21
COOK,"Traeger Inc",1.9,0.02,+1.06%,1.9,1.94,1.89,100915,"18:30 ET"
COOP,"Mr.Cooper Group Inc",160.81,10.38,+6.90%,153.2,163.85,152.98,2119600,2025-07-21
CORT,"Corcept Therapeutics",70.12,-0.74,-1.04%,71.39,71.57,69.61,628900,2025-07-21
CORZ,"Core Scientific Inc",13.27,-0.08,-0.60%,13.37,13.82,13.26,10629500,2025-07-21
COUR,"Coursera Inc",8.93,0.19,+2.17%,8.77,8.98,8.76,2113856,"18:30 ET"
CPF,"Central Pacific Financial Company",28.52,-0.18,-0.63%,28.7,29.03,28.51,88784,"18:30 ET"
CPK,"Chesapeake Utilities Corp",123.11,1,+0.82%,121.83,124.16,121.62,120597,"18:30 ET"
CPRI,"Capri Holdings Ltd",19.41,-0.16,-0.82%,19.78,20.17,19.37,2357323,"18:30 ET"
CPRX,"Catalyst Pharm Inc",21.01,-0.02,-0.10%,21.12,21.42,20.95,1051600,2025-07-21
CPS,"Cooper Std Holdings Inc",22.78,0.11,+0.49%,22.67,23.14,22.48,102711,"18:30 ET"
CPSS,"Consumer Portfol",8.85,-0.22,-2.43%,9.14,9.23,8.84,12900,2025-07-21
CRAI,"Cra International",175.18,-2.08,-1.17%,177.53,178.68,175.06,53600,2025-07-21
CRBP,"Corbus Pharmaceuticals Hldgs Inc",8.56,0.06,+0.71%,8.62,9.23,8.56,110400,2025-07-21
CRBU,"Caribou Biosciences Inc",2.07,0.02,+0.98%,2.1,2.34,2.05,2554300,2025-07-21
CRC,"California Resources Corp",48.36,-2.9,-5.66%,51.26,51.77,48.34,1383960,"18:30 ET"
CRCT,"Cricut Inc Cl A",5.38,-0.06,-1.10%,5.46,5.58,5.36,482100,2025-07-21
CRD.A,"Crawford Company Cl A",10.56,0,0.00%,10.57,10.7521,10.44,23220,"18:30 ET"
CRDF,"Cardiff Oncology Inc",3.91,-0.37,-8.64%,4.3,4.35,3.87,2079500,2025-07-21
CRDO,"Credo Technology Group Holding Ltd",95.74,2.27,+2.43%,93.28,98.43,92.91,4507300,2025-07-21
CRGX,"Cargo Therapeutics Inc",4.52,-0.05,-1.09%,4.58,4.58,4.49,3398800,2025-07-21
CRGY,"Crescent Energy Company Cl A",8.45,-0.28,-3.21%,8.77,8.7788,8.42,2980189,"18:30 ET"
CRI,"Carter's Inc",31.41,0.99,+3.25%,30.79,31.55,30.79,1457882,"18:30 ET"
CRK,"Comstock Resources",21.02,-2.14,-9.24%,22.76,22.76,20.98,3363466,"18:30 ET"
CRMD,"Cormedix Inc",10.94,0.08,+0.74%,10.91,11.12,10.85,1051700,2025-07-21
CRML,"Critical Metals Corp",3.91,-0.57,-12.72%,4.52,4.56,3.9,4413900,2025-07-21
CRMT,"America's Car-Mart",54.12,-0.72,-1.31%,54.87,55.63,54.05,58300,2025-07-21
CRNC,"Cerence Inc",9.28,-0.3,-3.13%,9.7,9.95,9.26,1846200,2025-07-21
CRNX,"Crinetics Pharmaceuticals Inc",30.95,-0.16,-0.51%,31.17,31.9,30.7,685700,2025-07-21
CRS,"Carpenter Technology Corp",280.99,-6.43,-2.24%,286.95,286.96,278,809573,"18:30 ET"
CRSP,"Crispr Therapeutics Ag",65.33,0.2,+0.31%,66.53,71.13,64.89,7115100,2025-07-21
CRSR,"Corsair Gaming Inc",9.22,-0.06,-0.65%,9.3,9.37,9.18,438300,2025-07-21
CRVL,"Corvel Corp",96.03,2.6,+2.78%,93.39,96.34,92.23,227000,2025-07-21
CRVO,"Cervomed Inc",8.43,1.02,+13.77%,7.41,8.63,7.39,309300,2025-07-21
CRVS,"Corvus Pharma Com",4.45,0.18,+4.34%,4.3,4.53,4.3,526500,2025-07-21
CSGS,"C S G Sys Intl",62.11,0.33,+0.53%,62.13,62.53,61.67,159000,2025-07-21
CSPI,"C S P Inc",11.89,0.54,+4.76%,11.35,11.9,11.35,25300,2025-07-21
CSR,Centerspace,58.93,0.17,+0.29%,58.9,59.62,58.57,83757,"18:30 ET"
CSTE,"Caesarstone Sdot-Yam",1.72,0.04,+2.38%,1.68,1.7432,1.68,14000,2025-07-21
CSTL,"Castle Biosciences Inc",16.72,0.18,+1.09%,16.54,16.95,16.25,543300,2025-07-21
CSTM,"Constellium N.V.",13.92,0.35,+2.58%,13.83,14.095,13.56,837953,"18:30 ET"
CSV,"Carriage Services",45.79,-0.82,-1.76%,46.68,47.245,45.76,76234,"18:30 ET"
CSW,"Csw Industrials Inc",282.71,-4.33,-1.51%,289.85,289.85,282.29,64855,"18:30 ET"
CTBI,"Community TR Bancp",56.86,-0.08,-0.14%,57,57.42,56.81,47500,2025-07-21
CTEV,"Claritev Corporation",42.89,0.18,+0.42%,42.52,44.24,42.06,77946,"18:30 ET"
CTGO,"Contango Ore Inc",20.42,0.65,+3.29%,20.04,20.7085,20.04,82858,"18:30 ET"
CTKB,"Cytek Biosciences Inc",3.1,-0.03,-0.96%,3.16,3.21,3.09,452400,2025-07-21
CTLP,"Cantalope Inc",11.08,-0.03,-0.27%,11.13,11.14,11.07,1336700,2025-07-21
CTO,"Cto Realty Growth Inc",17.32,0.080000000000002,+0.46%,17.39,17.4134,17.25,304615,"18:30 ET"
CTOS,"Custom Truck One Source",5.56,-0.02,-0.36%,5.62,5.745,5.55,1007452,"18:30 ET"
CTRE,"Caretrust REIT Inc",30.39,0.050000000000001,+0.16%,30.42,30.59,30.26,1207332,"18:30 ET"
CTRI,"Centuri Holdings Inc",20.54,-0.22,-1.06%,20.93,21.12,20.45,1002086,"18:30 ET"
CTRN,"Citi Trends Inc",31.24,0.41,+1.33%,31.04,31.99,30.78,45400,2025-07-21
CTS,"Cts Corp",40.67,-0.35,-0.85%,41.22,41.24,40.45,319280,"18:30 ET"
CUBI,"Customers Bancorp",63.93,-0.18,-0.28%,64.41,65.46,63.87,216877,2025-07-21
CURB,"Curbline Properties Corp",22.98,0.039999999999999,+0.17%,22.99,23.24,22.87,549217,"18:30 ET"
CURI,"Curiositystream Inc",4.48,-0.14,-3.03%,4.63,4.66,4.37,731000,2025-07-21
CURV,"Torrid Holdings Inc",2.71,-0.01,-0.37%,2.75,2.875,2.7001,449043,"18:30 ET"
CVBF,"Cvb Financial Corp",20.82,-0.26,-1.23%,21.19,21.34,20.8,1244900,2025-07-21
CVCO,"Cavco Inds Inc",415.83,-4.9,-1.16%,422.96,427.19,415.52,121200,2025-07-21
CVGW,"Calavo Growers Inc",26.37,-0.04,-0.15%,26.58,26.59,26.23,137500,2025-07-21
CVI,"Cvr Energy Inc",28.4,-0.2,-0.70%,28.55,28.8399,28.33,757742,"18:30 ET"
CVLG,"Covenant Logistics Group Inc",23.6,0.050000000000001,+0.21%,23.63,23.96,23.57,88675,"18:30 ET"
CVLT,"Commvault Systems",168.73,-3.34,-1.94%,172.07,172.09,168.01,408400,2025-07-21
CVRX,"Cvrx Inc",8.29,0.29,+3.62%,8,8.59,7.97,523500,2025-07-21
CWAN,"Clearwater Analytics Holdings Inc Cl A",21.12,-0.38,-1.77%,21.58,21.76,21.085,3087795,"18:30 ET"
CWBC,"Community West Bank",21.03,0.58,+2.84%,20.64,21.34,20.45,138600,2025-07-21
CWCO,"Cons Water Inc",29.65,0.24,+0.82%,29.68,30.29,29.57,87100,2025-07-21
CWH,"Camping World Holdings Inc",17.44,0.14,+0.81%,17.46,18.09,17.42,1655579,"18:30 ET"
CWK,"Cushman & Wakefield Plc",11.41,0.23,+2.06%,11.47,11.705,11.32,1885235,"18:30 ET"
CWST,"Casella Waste Sys",107.28,-0.66,-0.61%,108,108.77,106.51,573200,2025-07-21
CWT,"California Water Service Group Holding",45.3,0.2,+0.44%,45.01,45.545,44.9,339731,"18:30 ET"
CXDO,"Crexendo Inc",5.66,-0.04,-0.70%,5.74,5.79,5.63,155000,2025-07-21
CXM,"Sprinklr Inc Cl A",8.99,-0.01,-0.11%,9.04,9.1,8.93,1438647,"18:30 ET"
CXW,"Corecivic Inc",20.24,-0.57,-2.74%,20.71,20.81,20.17,1418829,"18:30 ET"
CYH,"Community Health Systems",3.75,0.16,+4.46%,3.64,3.77,3.5913,2076231,"18:30 ET"
CYRX,"Cryoport Inc",6.71,-0.48,-6.68%,7.25,7.31,6.7,403400,2025-07-21
CYTK,Cytokinetics,36.96,-0.27,-0.73%,37.32,38.03,36.71,1304000,2025-07-21
CZFS,"Citizens Fincl Svcs",60.45,1.45,+2.46%,61.04,61.04,59.8,9100,2025-07-21
CZNC,"Citizens Nrthn Corp",19.66,0.25,+1.29%,19.38,19.68,19.33,27600,2025-07-21
CZWI,"Citizens Community",14.98,0.06,+0.40%,14.97,15.07,14.85,16900,2025-07-21
DAKT,"Daktronics Inc",15.87,-0.05,-0.31%,15.94,16.18,15.85,455800,2025-07-21
DAN,"Dana Inc",16.31,0,0.00%,16.39,16.495,16.205,1656682,"18:30 ET"
DAVE,"Dave Inc",195.54,-22.56,-10.34%,220,222.99,193.05,802200,2025-07-21
DAWN,"Day One Biopharmaceuticals Inc",6.4,0,0.00%,6.45,6.57,6.38,1038200,2025-07-21
DBD,"Diebold Nixdorf Incorporated",59.04,0.039999999999999,+0.07%,59.03,59.69,58.89,230637,"18:30 ET"
DBI,"Designer Brands Inc",2.93,0.06,+2.09%,2.9,3.03,2.8812,868332,"18:30 ET"
DBRG,"Digitalbridge Group Inc",10.77,0.0099999999999998,+0.09%,10.79,10.93,10.6902,1212789,"18:30 ET"
DC,"Dakota Gold Corp",4.23,0.11,+2.67%,4.18,4.41,4.18,1278625,"18:30 ET"
DCGO,"Docgo Inc.",1.42,-0.01,-0.70%,1.42,1.495,1.4,327600,2025-07-21
DCO,"Ducommun Inc",90.12,-0.42,-0.46%,90,91.6,87.89,183681,"18:30 ET"
DCOM,"Dime Community Bancshares Inc",28.62,-0.18,-0.62%,28.89,29.18,28.56,154900,2025-07-21
DCTH,"Delcath Systems Inc",11.32,0.07,+0.62%,11.31,11.71,11.24,676300,2025-07-21
DDD,"3D Systems Corp",1.82,0.06,+3.41%,1.79,1.97,1.7648,5586573,"18:30 ET"
DEA,"Easterly Government Properties",22.88,0.28,+1.24%,22.74,22.97,22.61,359483,"18:30 ET"
DEC,"Diversified Energy Company Plc",14.37,0.049999999999999,+0.35%,14.37,14.46,14.24,287281,"18:30 ET"
DEI,"Douglas Emmett",15.51,0.06,+0.39%,15.6,15.66,15.44,1143189,"18:30 ET"
DENN,"Dennys Corp",3.93,-0.03,-0.76%,3.96,4.01,3.91,348300,2025-07-21
DERM,"Journey Medical Corp",7.19,0,0.00%,7.23,7.4,7.13,103400,2025-07-21
DFH,"Dream Finders Homes Inc Cl A",25.41,-0.07,-0.27%,25.86,26.6928,25.265,403544,"18:30 ET"
DFIN,"Donnelly Financial Solutions Inc",61.23,0.13,+0.21%,61.61,61.72,60.87,197698,"18:30 ET"
DGICA,"Donegal Group Cl A",18.28,-0.06,-0.33%,18.34,18.49,18.24,96300,2025-07-21
DGII,"Digi Intl Inc",33.22,0.13,+0.39%,33.3,33.57,32.96,105900,2025-07-21
DH,"DeFinitive Healthcare Corp Cl A",3.99,0.15,+3.91%,3.87,4.01,3.86,397000,2025-07-21
DHC,"Diversified Healthcare Trust",3.42,-0.05,-1.44%,3.47,3.54,3.39,656600,2025-07-21
DHIL,"Diamond Hill Inv",152.07,0.36,+0.24%,153.1,153.7,151.74,13100,2025-07-21
DHT,"Dht Holdings",10.81,-0.05,-0.46%,10.82,10.85,10.72,910486,"18:30 ET"
DIBS,"1stdibs.com Inc",2.69,0.01,+0.37%,2.71,2.76,2.64,28300,2025-07-21
DIN,"Dineequity Inc",23.88,0.62,+2.67%,23.65,24.185,23.635,307140,"18:30 ET"
DIOD,"Diodes Inc",55.26,0.28,+0.51%,55.71,56.89,55.24,246900,2025-07-21
DJCO,"Daily Journal Corp",398.69,-0.46,-0.12%,400.75,410.37,397.43,61100,2025-07-21
DK,"Delek US Holdings",24.76,0.13,+0.53%,24.63,25.05,24.38,1161465,"18:30 ET"
DLX,"Deluxe Corp",16.25,-0.05,-0.31%,16.46,16.603,16.22,299524,"18:30 ET"
DMAC,"Diamedica Therapeutics Inc",4.54,0.36,+8.61%,4.2,5.04,4.15,831200,2025-07-21
DMRC,"Digimarc Corp",12.44,-0.29,-2.28%,12.73,13.08,12.4,125700,2025-07-21
DNA,"Ginkgo Bioworks Hldgs Inc",11.32,1.19,+11.75%,10.5,12.07,10.38,2602529,"18:30 ET"
DNLI,"Denali Therapeutics Inc",13.83,-0.17,-1.21%,14.2,14.38,13.71,1160500,2025-07-21
DNOW,"Dnow Inc",14.81,-0.1,-0.67%,14.8,14.93,14.665,1430063,"18:30 ET"
DNTH,"Dianthus Therapeutics Inc",20.74,0.34,+1.67%,20.56,21.59,19.9,230300,2025-07-21
DNUT,"Krispy Kreme Inc",3.26,0.13,+4.15%,3.13,3.29,3.11,3223100,2025-07-21
DOCN,"Digitalocean Holdings Inc",29.14,-0.38,-1.29%,29.71,30.37,28.9701,1931842,"18:30 ET"
DOLE,"Dole Plc",13.73,0.0099999999999998,+0.07%,13.81,13.875,13.665,571405,"18:30 ET"
DOMO,"Domo Inc Cl B",15.81,-0.48,-2.92%,16.46,16.57,15.7,917800,2025-07-21
DORM,"Dorman Products Inc",121.45,0.12,+0.10%,122.19,122.64,121.17,137400,2025-07-21
DOUG,"Douglas Elliman Inc",2.63,0.07,+2.73%,2.56,2.67,2.56,416754,"18:30 ET"
DRH,"Diamondrock Hospitality Company",7.95,0.0099999999999998,+0.13%,8,8.08,7.93,2542952,"18:30 ET"
DRUG,"Bright Minds Biosciences Inc",26.14,-0.02,-0.08%,26.61,26.83,25.56,27000,2025-07-21
DRVN,"Driven Brands Holdings Inc",17.03,-0.04,-0.23%,17.07,17.14,16.91,477600,2025-07-21
DSGN,"Design Therapeutics Inc",4.05,0.07,+1.76%,3.99,4.11,3.98,78000,2025-07-21
DSGR,"Distribution Solutions Group Inc",28.28,-0.27,-0.95%,28.74,29.01,28.23,44900,2025-07-21
DSP,"Viant Technology Inc",13.54,-0.17,-1.24%,13.71,13.84,13.43,136200,2025-07-21
DVAX,"Dynavax Technologies",10.94,0.22,+2.05%,10.77,11.02,10.74,1057300,2025-07-21
DX,"Dynex Capital",12.54,0.0099999999999998,+0.08%,12.4,12.7,12.28,6411980,"18:30 ET"
DXPE,"Dxp Enterprise",98.35,-1.26,-1.26%,100.36,100.93,97.56,190100,2025-07-21
DY,"Dycom Industries",256.73,0.15000000000003,+0.06%,256.57,260.835,254.955,190871,"18:30 ET"
DYN,"Dyne Therapeutics Inc",9.17,0.15,+1.66%,9.05,9.4,9,1581800,2025-07-21
EAF,"Graftech International Ltd",1.32,-0.14,-9.59%,1.63,1.63,1.295,3745451,"18:30 ET"
EAT,"Brinker International",162.69,0.88999999999999,+0.55%,162.48,165,161,1047380,"18:30 ET"
EB,"Eventbrite Inc",2.42,0.07,+2.98%,2.36,2.47,2.33,847589,"18:30 ET"
EBC,"Eastern Bankshares Inc",16.17,0.16,+0.97%,16.13,16.32,16.05,2075200,2025-07-21
EBF,"Ennis Inc",17.75,0,0.00%,17.8,17.985,17.72,228679,"18:30 ET"
EBMT,"Eagle Bancorp [Mt]",17.06,0.09,+0.53%,17,17.25,17,32900,2025-07-21
EBS,"Emergent Biosolutions",6.94,0.010000000000001,+0.14%,7.01,7.16,6.89,692607,"18:30 ET"
ECBK,"ECB Bancorp Inc",16.2,0.21,+1.31%,16.12,16.2,15.94,17500,2025-07-21
ECPG,"Encore Capital Group",38.72,0,0.00%,38.92,39.31,38.67,120700,2025-07-21
ECVT,"Pq Group Holdings Inc",8.83,0.23,+2.67%,8.68,8.85,8.62,2141689,"18:30 ET"
EDIT,"Editas Medicine",3.15,0.39,+14.13%,2.79,3.39,2.79,5758600,2025-07-21
EE,"Excelerate Energy Inc Cl A",25.37,-1.25,-4.70%,26.56,26.88,25.33,441827,"18:30 ET"
EEX,"Emerald Expositions Events Inc",4.98,-0.02,-0.40%,4.97,5.08,4.96,34940,"18:30 ET"
EFC,"Ellington Financial Llc",13.16,0.029999999999999,+0.23%,13.19,13.31,13.12,1282921,"18:30 ET"
EFSC,"Enterprises Finl Svc",58.08,-0.55,-0.94%,58.7,59.38,58.08,193200,2025-07-21
EFSI,"Eagle Financial Services Inc",33.72,0.18,+0.54%,33.62,33.73,33.48,14800,2025-07-21
EGAN,"Egain Corp",6.52,0.15,+2.35%,6.38,6.59,6.38,20000,2025-07-21
EGBN,"Eagle Bancorp Inc",21.45,-0.02,-0.09%,21.77,21.86,21.43,396200,2025-07-21
EGHT,"8X8 Inc",1.95,0.02,+1.04%,1.93,1.98,1.925,344800,2025-07-21
EGY,"Vaalco Energy Inc",3.53,-0.02,-0.56%,3.59,3.63,3.525,918646,"18:30 ET"
EHAB,"Enhabit Inc",6.72,-0.03,-0.44%,6.8,6.92,6.635,855941,"18:30 ET"
EHTH,"Ehealth Inc",3.73,0.03,+0.81%,3.75,3.82,3.7,276100,2025-07-21
EIG,"Employers Holdings Inc",45.68,-0.74,-1.59%,46.42,46.66,45.55,150192,"18:30 ET"
ELDN,"Eledon Pharmaceuticals Inc",3.69,-0.01,-0.27%,3.76,3.93,3.66,596000,2025-07-21
ELEV,"Elevation Oncology Inc",0.3729,-0.0021,-0.56%,0.38,0.3803,0.3729,939400,2025-07-21
ELMD,"Electromed Inc",18.12,-0.11,-0.60%,18.25,18.5,18.12,43963,"18:30 ET"
ELME,"Elme Communities",16.04,-0.18,-1.11%,16.31,16.46,16.04,666897,"18:30 ET"
ELVN,"Enliven Therapeutics Inc",21.87,-0.79,-3.49%,22.66,23.41,21.79,365000,2025-07-21
EMBC,"Embecta Corp",10.29,0.51,+5.21%,9.83,10.3,9.8,444100,2025-07-21
EML,"Eastern Company",22.57,-0.18,-0.79%,23,23.02,22.55,12800,2025-07-21
ENOV,"Enovis Corp",26.3,0.010000000000002,+0.04%,27.01,27.15,25.93,2086471,"18:30 ET"
ENR,"Energizer Holdings Inc",23.02,0.099999999999998,+0.44%,23.18,23.38,22.9,1326674,"18:30 ET"
ENS,"Enersys Inc",88.59,-0.1,-0.11%,89.07,89.475,88.38,189483,"18:30 ET"
ENSG,"The Ensign Group IN",137.32,0.52,+0.38%,136.71,138.49,136,357400,2025-07-21
ENTA,"Enanta Pharmaceutica",7.73,0.19,+2.52%,7.56,8.11,7.24,362300,2025-07-21
ENVA,"Enova International Inc",113.04,-0.59,-0.52%,114.19,114.44,112.195,259422,"18:30 ET"
ENVX,"Enovix Corp",14.43,-1.11,-7.14%,15.53,15.91,13.77,11790200,2025-07-21
EOLS,"Evolus Inc",9.22,0.02,+0.22%,9.25,9.41,9.18,619900,2025-07-21
EOSE,"Eos Energy Enterprises Inc",6,0.13,+2.21%,6.11,6.23,5.85,24295100,2025-07-21
EP,"Empire Petroleum Corp",4.81,-0.06,-1.23%,4.47,4.95,4.47,53666,"18:30 ET"
EPAC,"Actuant Corp",37.02,-1.34,-3.49%,38.7,38.7,37.01,312276,"18:30 ET"
EPC,"Edgewell Personal Care",25.44,-0.12,-0.47%,25.76,25.76,25.375,499462,"18:30 ET"
EPM,"Evolution Petroleum Corp",4.74,-0.03,-0.63%,4.79,4.815,4.69,248254,"18:30 ET"
EPRT,"Essential Properties Realty Trust Inc",30.47,-0.02,-0.07%,30.6,30.83,30.37,1694864,"18:30 ET"
EPSN,"Epsilon Energy",6.32,-0.28,-4.24%,6.6,6.62,6.2,227000,2025-07-21
EQBK,"Equity Bncsrs Cm A",39.76,-0.07,-0.18%,40.06,40.32,39.68,66182,"18:30 ET"
ERAS,"Erasca Inc",1.5,0,0.00%,1.5,1.57,1.475,532400,2025-07-21
ERII,"Energy Recovery Inc",13.55,0.01,+0.07%,13.63,13.78,13.51,316000,2025-07-21
ESCA,"Escalade Inc",12.76,0.54,+4.42%,12.35,12.82,12.35,23900,2025-07-21
ESE,"Esco Technologies Inc",192.99,-3.25,-1.66%,195.52,195.86,192.02,80420,"18:30 ET"
ESNT,"Essent Group Ltd",55.96,0.27,+0.48%,55.85,56.3,55.44,969486,"18:30 ET"
ESOA,"Energy Services Acquisition Corp",9.77,0.03,+0.31%,9.74,10.03,9.7,157200,2025-07-21
ESPR,"Esperion Theraptc",1.15,-0.02,-1.71%,1.18,1.215,1.14,1866500,2025-07-21
ESQ,"Esquire Financial Holdings Inc",100.84,0.77,+0.77%,100.73,102.49,100.05,121100,2025-07-21
ESRT,"Empire State Realty Trust Inc",7.61,-0.01,-0.13%,7.65,7.75,7.595,1279456,"18:30 ET"
ESSA,"Essa Bancorp Inc",20.19,0.06,+0.30%,20.14,20.54,19.58,141000,2025-07-21
ETD,"Ethan Allen Interiors Inc",29.09,0.12,+0.41%,29.12,29.41,29.09,204198,"18:30 ET"
ETNB,"89Bio Inc",10.11,-0.38,-3.62%,10.49,10.61,9.99,1212100,2025-07-21
ETON,"Eton Pharmaceutcials Inc",14.4,-0.62,-4.13%,15.12,15.2,14.38,335400,2025-07-21
ETWO,"E2Open Parent Hldg",3.28,0,0.00%,3.27,3.28,3.27,700731,"18:30 ET"
EU,"Encore Energy Corp",2.94,-0.04,-1.34%,3.03,3.09,2.93,2184900,2025-07-21
EVC,"Entravision Communications Corp",2.31,-0.04,-1.70%,2.34,2.3659,2.295,150883,"18:30 ET"
EVCM,"Evercommerce Inc",11.23,0.04,+0.36%,11.19,11.42,10.87,217000,2025-07-21
EVER,"Everquote Inc Cl A",25.18,0.4,+1.61%,24.77,25.2,24.58,401300,2025-07-21
EVEX,"Eve Holding Inc",6.41,-0.49,-7.10%,6.96,7.08,6.27,702507,"18:30 ET"
EVGO,"Evgo Inc",3.84,0.07,+1.86%,3.83,4.2,3.82,6448600,2025-07-21
EVH,"Evolent Health Inc Cl A Com",9.76,0.23,+2.41%,9.64,9.98,9.55,2553604,"18:30 ET"
EVI,"Evi Industries Inc",23.23,0.31,+1.35%,22.98,23.365,22.98,6542,"18:30 ET"
EVLV,"Evolv Technologies Hldgs Inc",6.06,0.23,+3.95%,5.9,6.09,5.82,2886800,2025-07-21
